bps,defensive_contribution,element,expected_assists,expected_goals,expected_goals_conceded,fixture,minutes,opponent_team,round,starts,total_points,ict_index
6,8,342,0.0,0.0,1.51,50,82,20,5,1,4,1.1
10,10,342,0.03,0.0,0.82,56,90,4,6,1,3,4.6
7,12,342,0.06,0.02,0.53,67,88,18,7,1,3,2.6
0,2,342,0.12,0.47,0.45,72,90,3,8,1,1,3.0
16,9,342,0.17,0.03,0.65,87,90,19,9,1,2,5.5
0,0,339,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,339,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,339,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,339,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,339,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,339,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,339,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,339,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,339,0.0,0.0,0.0,87,0,19,9,0,0,0.0
25,0,338,0.0,0.15,0.43,3,24,6,1,0,7,6.4
-3,6,338,0.0,0.37,1.52,17,70,14,2,1,0,3.1
-1,1,338,0.0,0.04,2.19,23,58,7,3,1,1,1.4
4,4,338,0.01,0.18,0.79,37,83,11,4,1,2,2.6
13,6,338,0.0,0.12,0.52,45,79,5,5,1,5,6.5
0,0,338,0.0,0.0,0.0,51,0,2,6,0,0,0.0
0,0,338,0.0,0.0,0.0,63,0,4,7,0,0,0.0
0,0,338,0.0,0.0,0.0,74,0,1,8,0,0,0.0
0,0,338,0.0,0.0,0.0,89,0,15,9,0,0,0.0
0,0,340,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,340,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,340,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,340,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,340,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,340,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,340,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,340,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,340,0.0,0.0,0.0,87,0,19,9,0,0,0.0
6,0,731,0.07,0.01,0.03,37,14,11,4,0,1,3.7
2,3,731,0.0,0.0,0.17,45,23,5,5,0,0,0.3
2,3,731,0.01,0.0,0.0,51,25,2,6,0,1,0.9
6,2,731,0.01,0.04,0.67,63,23,4,7,0,1,2.0
9,5,731,0.02,0.0,0.73,74,27,1,8,0,1,2.6
6,8,731,0.07,0.0,1.2,89,45,15,9,0,1,3.9
0,0,345,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,345,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,345,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,345,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,345,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,345,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,345,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,345,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,345,0.0,0.0,0.0,87,0,19,9,0,0,0.0
0,0,344,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,344,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,344,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,344,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,344,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,344,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,344,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,344,0.0,0.0,0.0,72,0,3,8,0,0,0.0
18,14,344,0.0,0.0,0.65,87,90,19,9,1,4,3.5
0,0,341,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,341,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,341,0.0,0.0,0.0,24,0,15,3,0,0,0.0
15,0,341,0.0,0.0,0.85,37,90,10,4,1,3,2.0
23,0,341,0.0,0.0,1.78,50,90,20,5,1,3,3.9
12,0,341,0.0,0.0,0.82,56,90,4,6,1,2,2.9
4,0,341,0.01,0.0,0.53,67,90,18,7,1,1,1.1
1,0,341,0.0,0.0,0.45,72,90,3,8,1,1,0.6
0,0,341,0.0,0.0,0.0,87,0,19,9,0,0,0.0
35,8,347,0.14,0.17,0.55,10,90,9,1,1,9,8.1
-19,8,347,0.0,0.0,2.88,11,90,1,2,1,-1,1.0
34,5,347,0.03,0.0,0.43,24,79,15,3,1,9,4.8
6,4,347,0.06,0.0,0.85,37,90,10,4,1,0,1.4
11,10,347,0.12,0.0,1.78,50,90,20,5,1,4,3.2
-6,6,347,0.01,0.0,0.82,56,90,4,6,1,1,2.2
5,8,347,0.01,0.0,0.5,67,78,18,7,1,1,1.7
23,4,347,0.56,0.0,0.45,72,90,3,8,1,1,10.7
7,4,347,0.11,0.0,0.1,87,43,19,9,1,1,2.5
0,0,346,0.0,0.0,0.0,10,0,9,1,0,0,0.0
-2,0,346,0.0,0.0,0.79,11,7,1,2,0,1,0.0
0,0,346,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,346,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,346,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,346,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,346,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,346,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,346,0.0,0.0,0.0,87,0,19,9,0,0,0.0
10,2,350,0.21,0.0,0.47,10,23,9,1,0,1,4.0
6,3,350,0.04,0.0,0.87,11,24,1,2,0,1,0.3
7,1,350,0.02,0.0,0.07,24,30,15,3,0,1,0.7
19,12,350,0.32,0.13,0.3,37,76,10,4,1,5,5.4
9,10,350,0.19,0.05,1.77,50,90,20,5,1,2,1.0
19,6,350,0.02,0.47,0.58,56,86,4,6,1,4,5.5
20,3,350,0.02,0.09,0.5,67,66,18,7,1,5,3.7
9,7,350,0.19,0.31,0.43,72,65,3,8,1,2,7.5
35,9,350,0.26,0.57,0.58,87,86,19,9,1,11,12.6
0,0,349,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,349,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,349,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,349,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,349,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,349,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,349,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,349,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,349,0.0,0.0,0.0,87,0,19,9,0,0,0.0
26,7,348,0.0,0.0,0.55,10,90,9,1,1,7,1.5
-2,14,348,0.0,0.0,2.88,11,90,1,2,1,2,2.9
28,7,348,0.0,0.0,0.46,24,90,15,3,1,7,1.8
12,10,348,0.0,0.0,0.85,37,90,10,4,1,4,2.2
12,9,348,0.01,0.0,1.78,50,90,20,5,1,2,2.1
21,9,348,0.0,0.33,0.82,56,90,4,6,1,7,10.2
3,6,348,0.02,0.09,0.53,67,90,18,7,1,1,3.1
9,5,348,0.04,0.01,0.45,72,90,3,8,1,1,5.9
35,11,348,0.0,0.25,0.65,87,90,19,9,1,13,10.5
3,1,352,0.0,0.0,0.28,10,12,9,1,0,1,0.6
0,0,352,0.0,0.0,0.0,11,0,1,2,0,0,0.0
10,6,352,0.03,0.0,0.07,24,30,15,3,0,1,1.4
3,0,352,0.0,0.0,0.73,37,22,10,4,0,1,0.1
4,3,352,0.0,0.0,0.5,50,20,20,5,0,1,0.2
5,2,352,0.0,0.07,0.41,56,23,4,6,0,1,1.5
4,2,352,0.08,0.0,0.03,67,23,18,7,0,1,1.1
12,7,352,0.09,0.13,0.43,72,65,3,8,1,2,2.8
7,3,352,0.01,0.08,0.31,87,45,19,9,0,1,2.0
12,7,351,0.01,0.14,0.08,10,66,9,1,1,3,2.4
10,6,351,0.0,0.0,2.01,11,65,1,2,1,2,1.1
0,3,351,0.05,0.04,0.39,24,59,15,3,1,0,1.6
5,1,351,0.0,0.0,0.01,37,1,10,4,0,1,0.2
0,0,351,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,351,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,351,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,351,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,351,0.0,0.0,0.0,87,0,19,9,0,0,0.0
6,2,353,0.05,0.14,0.28,10,77,9,1,1,3,3.3
9,4,353,0.0,0.07,2.01,11,65,1,2,1,2,1.1
5,3,353,0.12,0.22,0.39,24,59,15,3,1,1,2.8
3,0,353,0.0,0.0,0.54,37,11,10,4,0,1,0.0
0,0,353,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,353,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,353,0.0,0.0,0.0,67,0,18,7,0,0,0.0
7,1,353,0.2,0.0,0.03,72,24,3,8,0,1,4.7
3,0,353,0.0,0.0,0.07,87,3,19,9,0,1,0.0
12,8,354,0.02,0.0,0.28,10,77,9,1,1,3,1.8
0,0,354,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,354,0.0,0.0,0.0,24,0,15,3,0,0,0.0
15,12,354,0.01,0.0,0.85,37,90,10,4,1,4,1.5
18,15,354,0.01,0.02,1.78,50,90,20,5,1,4,2.4
8,9,354,0.02,0.0,0.82,56,90,4,6,1,1,1.7
16,13,354,0.06,0.0,0.53,67,90,18,7,1,3,4.5
19,11,354,0.05,0.12,0.45,72,80,3,8,1,2,3.3
12,14,354,0.01,0.23,0.65,87,90,19,9,1,4,3.7
13,7,358,0.03,0.09,0.55,10,90,9,1,1,3,3.6
2,2,358,0.0,0.0,1.85,11,57,1,2,1,1,0.3
0,0,358,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,358,0.0,0.0,0.0,37,0,10,4,0,0,0.0
4,2,358,0.0,0.0,0.28,50,7,20,5,0,1,0.2
3,2,358,0.0,0.0,0.24,56,3,4,6,0,1,0.1
10,2,358,0.02,0.0,0.03,67,23,18,7,0,1,1.8
5,1,358,0.04,0.0,0.0,72,9,3,8,0,1,2.0
3,3,358,0.01,0.07,0.43,87,71,19,9,1,3,0.0
0,0,355,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,355,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,355,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,355,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,355,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,355,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,355,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,355,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,355,0.0,0.0,0.0,87,0,19,9,0,0,0.0
0,0,359,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,359,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,359,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,359,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,359,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,359,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,359,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,359,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,359,0.0,0.0,0.0,87,0,19,9,0,0,0.0
3,1,356,0.0,0.0,0.28,10,12,9,1,0,1,0.2
15,6,356,0.0,0.0,2.88,11,90,1,2,1,2,1.0
19,8,356,0.01,0.0,0.46,24,90,15,3,1,3,2.3
0,0,356,0.0,0.0,0.0,37,0,10,4,0,0,0.0
3,0,356,0.0,0.0,0.02,50,1,20,5,0,1,0.0
0,0,356,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,356,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,356,0.0,0.0,0.0,72,0,3,8,0,0,0.0
2,3,356,0.0,0.0,0.22,87,18,19,9,0,0,0.1
0,0,357,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,357,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,357,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,357,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,357,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,357,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,357,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,357,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,357,0.0,0.0,0.0,87,0,19,9,0,0,0.0
0,0,360,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,360,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,360,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,360,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,360,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,360,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,360,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,360,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,360,0.0,0.0,0.0,87,0,19,9,0,0,0.0
0,0,361,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,361,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,361,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,361,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,361,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,361,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,361,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,361,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,361,0.0,0.0,0.0,87,0,19,9,0,0,0.0
4,4,362,0.04,0.28,0.28,10,77,9,1,1,2,5.2
3,1,362,0.0,0.0,1.85,11,57,1,2,1,1,0.1
0,0,362,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,362,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,362,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,362,0.0,0.0,0.0,56,0,4,6,0,0,0.0
4,1,362,0.01,0.05,0.03,67,11,18,7,0,1,2.6
0,2,362,0.01,0.18,0.0,72,17,3,8,0,1,1.2
0,0,362,0.0,0.0,0.0,87,0,19,9,0,0,0.0
0,0,363,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,363,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,363,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,363,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,363,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,363,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,363,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,363,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,363,0.0,0.0,0.0,87,0,19,9,0,0,0.0
3,0,493,0.0,0.0,0.0,10,1,9,1,0,1,0.1
2,2,493,0.0,0.0,1.03,11,32,1,2,0,1,0.2
21,13,493,0.01,0.0,0.46,24,90,15,3,1,5,2.6
10,7,493,0.02,0.04,0.85,37,90,10,4,1,2,1.3
16,11,493,0.0,0.07,1.51,50,82,20,5,1,2,3.2
64,13,493,0.25,0.1,0.82,56,90,4,6,1,15,20.7
21,9,493,0.2,0.22,0.53,67,90,18,7,1,2,9.0
21,4,493,0.15,0.0,0.45,72,90,3,8,1,2,8.9
27,10,493,0.18,0.0,0.65,87,90,19,9,1,6,4.8
0,0,364,0.0,0.0,0.0,10,0,9,1,0,0,0.0
0,0,364,0.0,0.0,0.0,11,0,1,2,0,0,0.0
0,0,364,0.0,0.0,0.0,24,0,15,3,0,0,0.0
0,0,364,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,364,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,364,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,364,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,364,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,364,0.0,0.0,0.0,87,0,19,9,0,0,0.0
20,3,365,0.01,0.85,0.28,10,12,9,1,0,5,5.8
3,0,365,0.0,0.0,1.03,11,32,1,2,0,1,0.0
8,9,365,0.02,0.1,0.39,24,69,15,3,1,2,2.7
1,0,365,0.0,0.0,0.73,37,21,10,4,0,1,0.0
3,1,365,0.0,0.0,0.02,50,1,20,5,0,1,0.1
3,0,365,0.0,0.0,0.24,56,1,4,6,0,1,0.1
2,0,365,0.0,0.0,0.03,67,11,18,7,0,1,0.3
1,0,365,0.02,0.75,0.03,72,24,3,8,0,1,3.3
4,0,365,0.0,0.0,0.07,87,3,19,9,0,1,0.0
8,0,366,0.01,0.0,1.7,1,90,4,1,1,1,1.4
7,0,366,0.0,0.0,0.93,19,90,15,2,1,1,1.4
29,0,366,0.0,0.0,0.49,25,90,1,3,1,8,1.7
19,0,366,0.0,0.0,0.13,34,90,3,4,1,6,0.4
11,0,366,0.0,0.0,0.7,46,90,9,5,1,2,1.2
21,0,366,0.0,0.0,2.92,54,90,8,6,1,2,4.6
0,0,366,0.0,0.0,0.0,65,0,7,7,0,0,0.0
0,0,366,0.0,0.0,0.0,75,0,14,8,0,0,0.0
0,0,366,0.0,0.0,0.0,84,0,5,9,0,0,0.0
0,0,368,0.0,0.0,0.0,1,0,4,1,0,0,0.0
0,0,368,0.0,0.0,0.0,19,0,15,2,0,0,0.0
0,0,368,0.0,0.0,0.0,25,0,1,3,0,0,0.0
0,0,368,0.0,0.0,0.0,34,0,3,4,0,0,0.0
0,0,368,0.0,0.0,0.0,46,0,9,5,0,0,0.0
0,0,368,0.0,0.0,0.0,54,0,8,6,0,0,0.0
0,0,368,0.0,0.0,0.0,65,0,7,7,0,0,0.0
0,0,368,0.0,0.0,0.0,75,0,14,8,0,0,0.0
0,0,368,0.0,0.0,0.0,84,0,5,9,0,0,0.0
0,0,375,0.0,0.0,0.0,1,0,4,1,0,0,0.0
-7,1,375,0.01,0.0,0.16,19,10,15,2,0,0,0.7
0,0,375,0.0,0.0,0.0,25,0,1,3,0,0,0.0
6,2,375,0.08,0.02,0.01,34,45,3,4,0,0,2.7
6,5,375,0.04,0.04,0.7,46,90,9,5,1,2,1.4
7,4,375,0.01,0.0,2.07,54,45,8,6,1,1,1.9
-7,2,375,0.0,0.0,0.11,65,45,7,7,1,0,0.4
7,2,375,0.03,0.0,0.7,75,61,14,8,1,2,2.8
9,5,375,0.02,0.0,2.37,84,61,5,9,1,4,1.7
6,7,374,0.0,0.0,1.7,1,90,4,1,1,1,2.2
5,6,374,0.01,0.0,0.93,19,90,15,2,1,0,1.4
26,5,374,0.0,0.0,0.4,25,78,1,3,1,6,1.7
29,7,374,0.05,0.49,0.13,34,86,3,4,1,9,5.7
9,11,374,0.0,0.04,0.7,46,90,9,5,1,4,3.3
14,14,374,0.06,0.07,2.2,54,73,8,6,1,3,4.6
10,4,374,0.0,0.0,0.14,65,55,7,7,1,1,0.9
11,11,374,0.19,0.01,1.34,75,90,14,8,1,3,5.4
8,10,374,0.01,0.0,2.75,84,90,5,9,1,3,4.1
0,0,367,0.0,0.0,0.0,1,0,4,1,0,0,0.0
0,0,367,0.0,0.0,0.0,19,0,15,2,0,0,0.0
0,0,367,0.0,0.0,0.0,25,0,1,3,0,0,0.0
0,0,367,0.0,0.0,0.0,34,0,3,4,0,0,0.0
0,0,367,0.0,0.0,0.0,46,0,9,5,0,0,0.0
0,0,367,0.0,0.0,0.0,54,0,8,6,0,0,0.0
16,0,367,0.0,0.0,1.0,65,90,7,7,1,2,3.1
9,0,367,0.0,0.0,1.34,75,90,14,8,1,1,1.5
11,0,367,0.0,0.0,2.75,84,90,5,9,1,2,3.8
-1,1,376,0.0,0.0,0.21,1,18,4,1,0,1,0.3
0,0,376,0.0,0.0,0.0,19,0,15,2,0,0,0.0
6,7,376,0.0,0.0,0.09,25,11,1,3,0,1,1.2
0,0,376,0.0,0.0,0.0,34,0,3,4,0,0,0.0
0,0,376,0.0,0.0,0.0,46,0,9,5,0,0,0.0
0,0,376,0.0,0.0,0.0,54,0,8,6,0,0,0.0
0,0,376,0.0,0.0,0.0,65,0,7,7,0,0,0.0
0,0,376,0.0,0.0,0.0,75,0,14,8,0,0,0.0
2,0,376,0.07,0.13,0.21,84,7,5,9,0,1,0.5
5,6,371,0.01,0.0,0.81,1,59,4,1,1,0,1.0
7,9,371,0.0,0.0,0.93,19,90,15,2,1,1,1.9
27,9,371,0.0,0.0,0.49,25,90,1,3,1,6,2.4
-1,0,371,0.02,0.08,0.12,34,37,3,4,1,0,2.7
15,10,371,0.04,0.0,0.7,46,90,9,5,1,4,4.4
4,4,371,0.03,0.03,2.92,54,90,8,6,1,1,3.4
4,5,371,0.01,0.0,0.14,65,54,7,7,1,1,1.5
11,5,371,0.03,0.0,1.34,75,90,14,8,1,1,3.5
11,4,371,0.02,0.6,2.37,84,60,5,9,1,6,8.4
0,0,691,0.0,0.0,0.0,11,0,1,2,0,0,0.0
3,2,691,0.0,0.07,0.07,24,20,15,3,0,1,2.2
7,1,691,0.05,0.3,0.12,37,68,10,4,1,2,3.7
38,4,691,0.02,0.12,1.77,50,90,20,5,1,11,7.6
1,3,691,0.04,0.7,0.58,56,90,4,6,1,2,8.0
1,3,691,0.32,0.15,0.53,67,90,18,7,1,2,7.2
5,3,691,0.01,0.33,0.45,72,90,3,8,1,2,2.8
5,3,691,0.02,0.1,0.58,87,86,19,9,1,2,2.0
-3,2,372,0.04,0.0,0.89,1,30,4,1,0,0,1.2
0,0,372,0.0,0.0,0.0,19,0,15,2,0,0,0.0
0,0,372,0.0,0.0,0.0,25,0,1,3,0,0,0.0
20,0,372,0.37,0.1,0.01,34,52,3,4,0,1,11.6
0,0,372,0.0,0.0,0.0,46,0,9,5,0,0,0.0
0,0,372,0.0,0.0,0.0,54,0,8,6,0,0,0.0
4,6,372,0.01,0.03,0.86,65,35,7,7,0,1,3.7
0,0,372,0.0,0.0,0.0,75,0,14,8,0,0,0.0
7,3,372,0.01,0.0,0.39,84,29,5,9,0,1,0.9
24,13,660,0.29,0.27,0.55,10,90,9,1,1,8,11.4
6,4,660,0.07,0.0,2.88,11,90,1,2,1,2,3.8
9,6,660,0.02,0.18,0.46,24,90,15,3,1,3,5.9
2,5,660,0.11,0.08,0.85,37,90,10,4,1,1,3.3
55,15,660,0.06,0.08,1.78,50,90,20,5,1,15,9.4
10,7,660,0.01,0.0,0.82,56,90,4,6,1,2,2.3
13,8,660,0.03,0.04,0.5,67,66,18,7,1,2,3.3
9,3,660,0.04,0.15,0.45,72,72,3,8,1,2,1.9
0,0,660,0.0,0.0,0.0,87,0,19,9,0,0,0.0
8,4,370,0.01,0.01,0.81,1,59,4,1,1,1,0.9
0,0,370,0.0,0.0,0.0,19,0,15,2,0,0,0.0
0,0,370,0.0,0.0,0.0,25,0,1,3,0,0,0.0
14,0,370,0.01,0.08,0.0,34,3,3,4,0,4,2.3
0,0,370,0.0,0.0,0.0,46,0,9,5,0,0,0.0
-1,3,370,0.01,0.0,0.72,54,16,8,6,0,1,1.1
0,0,370,0.0,0.0,0.0,65,0,7,7,0,0,0.0
8,0,370,0.31,0.0,0.43,75,5,14,8,0,1,2.3
0,0,370,0.0,0.0,0.0,84,0,5,9,0,0,0.0
11,21,373,0.01,0.18,1.7,1,90,4,1,1,3,7.5
10,15,373,0.0,0.0,0.93,19,90,15,2,1,3,3.9
29,8,373,0.02,0.0,0.49,25,90,1,3,1,8,3.7
27,6,373,0.06,0.0,0.13,34,90,3,4,1,8,4.1
14,10,373,0.01,0.0,0.7,46,90,9,5,1,4,2.6
9,12,373,0.02,0.0,2.92,54,90,8,6,1,2,3.7
8,7,373,0.0,0.0,1.0,65,90,7,7,1,1,2.0
11,15,373,0.02,0.23,1.34,75,90,14,8,1,3,6.2
7,16,373,0.03,0.0,2.75,84,90,5,9,1,3,5.1
3,0,706,0.0,0.0,0.03,24,10,15,3,0,1,0.0
0,0,706,0.0,0.0,0.0,37,0,10,4,0,0,0.0
4,2,706,0.0,0.0,0.28,50,7,20,5,0,1,0.4
0,0,706,0.0,0.0,0.0,56,0,4,6,0,0,0.0
4,0,706,0.0,0.0,0.0,67,1,18,7,0,1,0.2
0,0,706,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,8,706,0.0,0.0,0.55,87,46,19,9,0,0,1.2
24,0,665,0.0,0.0,0.55,10,90,9,1,1,6,1.1
-13,0,665,0.0,0.0,2.88,11,90,1,2,1,0,0.3
25,0,665,0.0,0.0,0.46,24,90,15,3,1,6,1.5
0,0,665,0.0,0.0,0.0,37,0,10,4,0,0,0.0
0,0,665,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,665,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,665,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,665,0.0,0.0,0.0,72,0,3,8,0,0,0.0
8,0,665,0.0,0.0,0.65,87,90,19,9,1,1,2.2
0,0,369,0.0,0.0,0.0,1,0,4,1,0,0,0.0
0,0,369,0.0,0.0,0.0,19,0,15,2,0,0,0.0
0,0,369,0.0,0.0,0.0,25,0,1,3,0,0,0.0
0,0,369,0.0,0.0,0.0,34,0,3,4,0,0,0.0
0,0,369,0.0,0.0,0.0,46,0,9,5,0,0,0.0
0,0,369,0.0,0.0,0.0,54,0,8,6,0,0,0.0
0,0,369,0.0,0.0,0.0,65,0,7,7,0,0,0.0
0,0,369,0.0,0.0,0.0,75,0,14,8,0,0,0.0
0,0,369,0.0,0.0,0.0,84,0,5,9,0,0,0.0
3,4,698,0.0,0.0,0.87,11,24,1,2,0,1,0.5
0,0,698,0.0,0.0,0.0,24,0,15,3,0,0,0.0
2,11,698,0.02,0.18,0.12,37,67,10,4,1,2,3.4
25,5,698,0.02,0.15,1.28,50,69,20,5,1,8,6.9
11,4,698,0.27,0.06,0.41,56,66,4,6,1,2,4.0
28,4,698,0.04,0.77,0.5,67,78,18,7,1,8,9.5
0,0,698,0.0,0.0,0.0,72,0,3,8,0,0,0.0
10,2,698,0.01,0.2,0.34,87,45,19,9,1,4,2.4
0,0,741,0.0,0.0,0.0,50,0,20,5,0,0,0.0
0,0,741,0.0,0.0,0.0,56,0,4,6,0,0,0.0
0,0,741,0.0,0.0,0.0,67,0,18,7,0,0,0.0
0,0,741,0.0,0.0,0.0,72,0,3,8,0,0,0.0
0,0,741,0.0,0.0,0.0,87,0,19,9,0,0,0.0
0,0,377,0.0,0.0,0.0,1,0,4,1,0,0,0.0
0,0,377,0.0,0.0,0.0,19,0,15,2,0,0,0.0
0,0,377,0.0,0.0,0.0,25,0,1,3,0,0,0.0
0,0,377,0.0,0.0,0.0,34,0,3,4,0,0,0.0
0,0,377,0.0,0.0,0.0,46,0,9,5,0,0,0.0
0,0,377,0.0,0.0,0.0,54,0,8,6,0,0,0.0
0,0,377,0.0,0.0,0.0,65,0,7,7,0,0,0.0
0,0,377,0.0,0.0,0.0,75,0,14,8,0,0,0.0
0,0,377,0.0,0.0,0.0,84,0,5,9,0,0,0.0
0,0,379,0.0,0.0,0.0,1,0,4,1,0,0,0.0
